x y1 y2 y3
-10 99 119 129
-6,25 38,0625 45,875 49,78125
-6,2 37,44 45,128 48,972
-6,15 36,8225 44,387 48,16925
-6,1 36,21 43,652 47,373
-6,05 35,6025 42,923 46,58325
-6 35 42,2 45,8
-5,95 34,4025 41,483 45,02325
-5,9 33,81 40,772 44,253
-5,85 33,2225 40,067 43,48925
-5,8 32,64 39,368 42,732
-5,75 32,0625 38,675 41,98125
-5,7 31,49 37,988 41,237
-5,65 30,9225 37,307 40,49925
-5,6 30,36 36,632 39,768
-5,55 29,8025 35,963 39,04325
-5,5 29,25 35,3 38,325
-5,45 28,7025 34,643 37,61325
-5,4 28,16 33,992 36,908
-5,35 27,6225 33,347 36,20925
-5,3 27,09 32,708 35,517
-5,25 26,5625 32,075 34,83125
-5,2 26,04 31,448 34,152
-5,15 25,5225 30,827 33,47925
-5,1 25,01 30,212 32,813
-5,05 24,5025 29,603 32,15325
-5 24 29 31,5
-4,95 23,5025 28,403 30,85325
-4,9 23,01 27,812 30,213
-4,85 22,5225 27,227 29,57925
-4,8 22,04 26,648 28,952
-4,75 21,5625 26,075 28,33125
-4,7 21,09 25,508 27,717
-4,65 20,6225 24,947 27,10925
-4,6 20,16 24,392 26,508
-4,55 19,7025 23,843 25,91325
-4,5 19,25 23,3 25,325
-4,45 18,8025 22,763 24,74325
-4,4 18,36 22,232 24,168
-4,35 17,9225 21,707 23,59925
-4,3 17,49 21,188 23,037
-4,25 17,0625 20,675 22,48125
-4,2 16,64 20,168 21,932
-4,15 16,2225 19,667 21,38925
-4,1 15,81 19,172 20,853
-4,05 15,4025 18,683 20,32325
-4 15 18,2 19,8
-3,95 14,6025 17,723 19,28325
-3,9 14,21 17,252 18,773
-3,85 13,8225 16,787 18,26925
-3,8 13,44 16,328 17,772
-3,75 13,0625 15,875 17,28125
-3,7 12,69 15,428 16,797
-3,65 12,3225 14,987 16,31925
-3,6 11,96 14,552 15,848
-3,55 11,6025 14,123 15,38325
-3,5 11,25 13,7 14,925
-3,45 10,9025 13,283 14,47325
-3,4 10,56 12,872 14,028
-3,35 10,2225 12,467 13,58925
-3,3 9,89 12,068 13,157
-3,25 9,5625 11,675 12,73125
-3,2 9,24 11,288 12,312
-3,15 8,9225 10,907 11,89925
-3,1 8,61 10,532 11,493
-3,05 8,3025 10,163 11,09325
-3 8 9,8 10,7
-2,95 7,7025 9,443 10,31325
-2,9 7,41 9,092 9,933
-2,85 7,1225 8,747 9,55925
-2,8 6,84 8,408 9,192
-2,75 6,5625 8,075 8,83125
-2,7 6,29 7,748 8,477
-2,65 6,0225 7,427 8,12925
-2,6 5,76 7,112 7,788
-2,55 5,5025 6,803 7,45325
-2,5 5,25 6,5 7,125
-2,45 5,0025 6,203 6,80325
-2,4 4,76 5,912 6,488
-2,35 4,5225 5,627 6,17925
-2,3 4,29 5,348 5,877
-2,25 4,0625 5,075 5,58125
-2,2 3,84 4,808 5,292
-2,15 3,6225 4,547 5,00925
-2,1 3,41 4,292 4,733
-2,05 3,2025 4,043 4,46325
-2 3 3,8 4,2
-1,95 2,8025 3,563 3,94325
-1,9 2,61 3,332 3,693
-1,85 2,4225 3,107 3,44925
-1,8 2,24 2,888 3,212
-1,75 2,0625 2,675 2,98125
-1,7 1,89 2,468 2,757
-1,65 1,7225 2,267 2,53925
-1,6 1,56 2,072 2,328
-1,55 1,4025 1,883 2,12325
-1,5 1,25 1,7 1,925
-1,45 1,1025 1,523 1,73325
-1,4 0,96 1,352 1,548
-1,35 0,8225 1,187 1,36925
-1,3 0,69 1,028 1,197
-1,25 0,5625 0,875 1,03125
-1,2 0,44 0,728 0,872
-1,15 0,3225 0,587 0,71925
-1,1 0,21 0,452 0,573
-1,05 0,1025 0,323 0,43325
-1 0 0,2 0,3
-0,95 -0,0975 0,083 0,17325
-0,9 -0,19 -0,028 0,053
-0,85 -0,2775 -0,133 -0,06075
-0,8 -0,36 -0,232 -0,168
-0,75 -0,4375 -0,325 -0,26875
-0,7 -0,51 -0,412 -0,363
-0,65 -0,5775 -0,493 -0,45075
-0,6 -0,64 -0,568 -0,532
-0,55 -0,6975 -0,637 -0,60675
-0,5 -0,75 -0,7 -0,675
-0,45 -0,7975 -0,757 -0,73675
-0,4 -0,84 -0,808 -0,792
-0,35 -0,8775 -0,853 -0,84075
-0,3 -0,91 -0,892 -0,883
-0,25 -0,9375 -0,925 -0,91875
-0,2 -0,96 -0,952 -0,948
-0,15 -0,9775 -0,973 -0,97075
-0,1 -0,99 -0,988 -0,987
-0,05 -0,9975 -0,997 -0,99675
0 -1 -1 -1
0,05 -0,9975 -0,997 -0,99675
0,1 -0,99 -0,988 -0,987
0,15 -0,9775 -0,973 -0,97075
0,2 -0,96 -0,952 -0,948
0,25 -0,9375 -0,925 -0,91875
0,3 -0,91 -0,892 -0,883
0,35 -0,8775 -0,853 -0,84075
0,4 -0,84 -0,808 -0,792
0,45 -0,7975 -0,757 -0,73675
0,5 -0,75 -0,7 -0,675
0,55 -0,6975 -0,637 -0,60675
0,6 -0,64 -0,568 -0,532
0,65 -0,5775 -0,493 -0,45075
0,7 -0,51 -0,412 -0,363
0,75 -0,4375 -0,325 -0,26875
0,8 -0,36 -0,232 -0,168
0,85 -0,2775 -0,133 -0,06075
0,9 -0,19 -0,028 0,053
0,95 -0,0975 0,083 0,17325
1 0 0,2 0,3
1,05 0,1025 0,323 0,43325
1,1 0,21 0,452 0,573
1,15 0,3225 0,587 0,71925
1,2 0,44 0,728 0,872
1,25 0,5625 0,875 1,03125
1,3 0,69 1,028 1,197
1,35 0,8225 1,187 1,36925
1,4 0,96 1,352 1,548
1,45 1,1025 1,523 1,73325
1,5 1,25 1,7 1,925
1,55 1,4025 1,883 2,12325
1,6 1,56 2,072 2,328
1,65 1,7225 2,267 2,53925
1,7 1,89 2,468 2,757
1,75 2,0625 2,675 2,98125
1,8 2,24 2,888 3,212
1,85 2,4225 3,107 3,44925
1,9 2,61 3,332 3,693
1,95 2,8025 3,563 3,94325
2 3 3,8 4,2
2,05 3,2025 4,043 4,46325
2,1 3,41 4,292 4,733
2,15 3,6225 4,547 5,00925
2,2 3,84 4,808 5,292
2,25 4,0625 5,075 5,58125
2,3 4,29 5,348 5,877
2,35 4,5225 5,627 6,17925
2,4 4,76 5,912 6,488
2,45 5,0025 6,203 6,80325
2,5 5,25 6,5 7,125
2,55 5,5025 6,803 7,45325
2,6 5,76 7,112 7,788
2,65 6,0225 7,427 8,12925
2,7 6,29 7,748 8,477
2,75 6,5625 8,075 8,83125
2,8 6,84 8,408 9,192
2,85 7,1225 8,747 9,55925
2,9 7,41 9,092 9,933
2,95 7,7025 9,443 10,31325
3 8 9,8 10,7
3,05 8,3025 10,163 11,09325
3,1 8,61 10,532 11,493
3,15 8,9225 10,907 11,89925
3,2 9,24 11,288 12,312
3,25 9,5625 11,675 12,73125
3,3 9,89 12,068 13,157
3,35 10,2225 12,467 13,58925
3,4 10,56 12,872 14,028
3,45 10,9025 13,283 14,47325
3,5 11,25 13,7 14,925
3,55 11,6025 14,123 15,38325
3,6 11,96 14,552 15,848
3,65 12,3225 14,987 16,31925
3,7 12,69 15,428 16,797
3,75 13,0625 15,875 17,28125
3,8 13,44 16,328 17,772
3,85 13,8225 16,787 18,26925
3,9 14,21 17,252 18,773
3,95 14,6025 17,723 19,28325
4 15 18,2 19,8
4,05 15,4025 18,683 20,32325
4,1 15,81 19,172 20,853
4,15 16,2225 19,667 21,38925
4,2 16,64 20,168 21,932
4,25 17,0625 20,675 22,48125
4,3 17,49 21,188 23,037
4,35 17,9225 21,707 23,59925
4,4 18,36 22,232 24,168
4,45 18,8025 22,763 24,74325
4,5 19,25 23,3 25,325
4,55 19,7025 23,843 25,91325
4,6 20,16 24,392 26,508
4,65 20,6225 24,947 27,10925
4,7 21,09 25,508 27,717
4,75 21,5625 26,075 28,33125
4,8 22,04 26,648 28,952
4,85 22,5225 27,227 29,57925
4,9 23,01 27,812 30,213
4,95 23,5025 28,403 30,85325
5 24 29 31,5
5,05 24,5025 29,603 32,15325
5,1 25,01 30,212 32,813
5,15 25,5225 30,827 33,47925
5,2 26,04 31,448 34,152
5,25 26,5625 32,075 34,83125
5,3 27,09 32,708 35,517
5,35 27,6225 33,347 36,20925
5,4 28,16 33,992 36,908
5,45 28,7025 34,643 37,61325
5,5 29,25 35,3 38,325
5,55 29,8025 35,963 39,04325
5,6 30,36 36,632 39,768
5,65 30,9225 37,307 40,49925
5,7 31,49 37,988 41,237
5,75 32,0625 38,675 41,98125
5,8 32,64 39,368 42,732
5,85 33,2225 40,067 43,48925
5,9 33,81 40,772 44,253
5,95 34,4025 41,483 45,02325
6 35 42,2 45,8
6,05 35,6025 42,923 46,58325
6,1 36,21 43,652 47,373
6,15 36,8225 44,387 48,16925
6,2 37,44 45,128 48,972
6,25 38,0625 45,875 49,78125
6,3 38,69 46,628 50,597
6,35 39,3225 47,387 51,41925
6,4 39,96 48,152 52,248
6,45 40,6025 48,923 53,08325
6,5 41,25 49,7 53,925
6,55 41,9025 50,483 54,77325
6,6 42,56 51,272 55,628
6,65 43,2225 52,067 56,48925
6,7 43,89 52,868 57,357
6,75 44,5625 53,675 58,23125
6,8 45,24 54,488 59,112
6,85 45,9225 55,307 59,99925
6,9 46,61 56,132 60,893
6,95 47,3025 56,963 61,79325
7 48 57,8 62,7
7,05 48,7025 58,643 63,61325
7,1 49,41 59,492 64,533
7,15 50,1225 60,347 65,45925
7,2 50,84 61,208 66,392
7,25 51,5625 62,075 67,33125
7,3 52,29 62,948 68,277
7,35 53,0225 63,827 69,22925
7,4 53,76 64,712 70,188
7,45 54,5025 65,603 71,15325
7,5 55,25 66,5 72,125
7,55 56,0025 67,403 73,10325
7,6 56,76 68,312 74,088
7,65 57,5225 69,227 75,07925
7,7 58,29 70,148 76,077
7,75 59,0625 71,075 77,08125
7,8 59,84 72,008 78,092
7,85 60,6225 72,947 79,10925
7,9 61,41 73,892 80,133
7,95 62,2025 74,843 81,16325
8 63 75,8 82,2
8,05 63,8025 76,763 83,24325
8,1 64,61 77,732 84,293
8,15 65,4225 78,707 85,34925
8,2 66,24 79,688 86,412
8,25 67,0625 80,675 87,48125
8,3 67,89 81,668 88,557
8,35 68,7225 82,667 89,63925
8,4 69,56 83,672 90,728
8,45 70,4025 84,683 91,82325
8,5 71,25 85,7 92,925
8,55 72,1025 86,723 94,03325
8,6 72,96 87,752 95,148
8,65 73,8225 88,787 96,26925
8,7 74,69 89,828 97,397
8,75 75,5625 90,875 98,53125
8,8 76,44 91,928 99,672
8,85 77,3225 92,987 100,81925
8,9 78,21 94,052 101,973
8,95 79,1025 95,123 103,13325
9 80 96,2 104,3
9,05 80,9025 97,283 105,47325
9,1 81,81 98,372 106,653
9,15 82,7225 99,467 107,83925
9,2 83,64 100,568 109,032
9,25 84,5625 101,675 110,23125
9,3 85,49 102,788 111,437
9,35 86,4225 103,907 112,64925
9,4 87,36 105,032 113,868
9,45 88,3025 106,163 115,09325
9,5 89,25 107,3 116,325
9,55 90,2025 108,443 117,56325
9,6 91,16 109,592 118,808
9,65 92,1225 110,747 120,05925
9,7 93,09 111,908 121,317
9,75 94,0625 113,075 122,58125
9,8 95,04 114,248 123,852
9,85 96,0225 115,427 125,12925
9,9 97,01 116,612 126,413
9,95 98,0025 117,803 127,70325
10 99 119 129
