x y1 y2 y3
-4.95 -25.5025 -30.403 -32.85325
-4.9 -25.01 -29.812 -32.213
-4.85 -24.5225 -29.227 -31.57925
-4.8 -24.04 -28.648 -30.952
-4.75 -23.5625 -28.075 -30.33125
-4.7 -23.09 -27.508 -29.717
-4.65 -22.6225 -26.947 -29.10925
-4.6 -22.16 -26.392 -28.508
-4.55 -21.7025 -25.843 -27.91325
-4.5 -21.25 -25.3 -27.325
-4.45 -20.8025 -24.763 -26.74325
-4.4 -20.36 -24.232 -26.168
-4.35 -19.9225 -23.707 -25.59925
-4.3 -19.49 -23.188 -25.037
-4.25 -19.0625 -22.675 -24.48125
-4.2 -18.64 -22.168 -23.932
-4.15 -18.2225 -21.667 -23.38925
-4.1 -17.81 -21.172 -22.853
-4.05 -17.4025 -20.683 -22.32325
-4 -17 -20.2 -21.8
-3.95 -16.6025 -19.723 -21.28325
-3.9 -16.21 -19.252 -20.773
-3.85 -15.8225 -18.787 -20.26925
-3.8 -15.44 -18.328 -19.772
-3.75 -15.0625 -17.875 -19.28125
-3.7 -14.69 -17.428 -18.797
-3.65 -14.3225 -16.987 -18.31925
-3.6 -13.96 -16.552 -17.848
-3.55 -13.6025 -16.123 -17.38325
-3.5 -13.25 -15.7 -16.925
-3.45 -12.9025 -15.283 -16.47325
-3.4 -12.56 -14.872 -16.028
-3.35 -12.2225 -14.467 -15.58925
-3.3 -11.89 -14.068 -15.157
-3.25 -11.5625 -13.675 -14.73125
-3.2 -11.24 -13.288 -14.312
-3.15 -10.9225 -12.907 -13.89925
-3.1 -10.61 -12.532 -13.493
-3.05 -10.3025 -12.163 -13.09325
-3 -10 -11.8 -12.7
-2.95 -9.7025 -11.443 -12.31325
-2.9 -9.41 -11.092 -11.933
-2.85 -9.1225 -10.747 -11.55925
-2.8 -8.84 -10.408 -11.192
-2.75 -8.5625 -10.075 -10.83125
-2.7 -8.29 -9.748 -10.477
-2.65 -8.0225 -9.427 -10.12925
-2.6 -7.76 -9.112 -9.788
-2.55 -7.5025 -8.803 -9.45325
-2.5 -7.25 -8.5 -9.125
-2.45 -7.0025 -8.203 -8.80325
-2.4 -6.76 -7.912 -8.488
-2.35 -6.5225 -7.627 -8.17925
-2.3 -6.29 -7.348 -7.877
-2.25 -6.0625 -7.075 -7.58125
-2.2 -5.84 -6.808 -7.292
-2.15 -5.6225 -6.547 -7.00925
-2.1 -5.41 -6.292 -6.733
-2.05 -5.2025 -6.043 -6.46325
-2 -5 -5.8 -6.2
-1.95 -4.8025 -5.563 -5.94325
-1.9 -4.61 -5.332 -5.693
-1.85 -4.4225 -5.107 -5.44925
-1.8 -4.24 -4.888 -5.212
-1.75 -4.0625 -4.675 -4.98125
-1.7 -3.89 -4.468 -4.757
-1.65 -3.7225 -4.267 -4.53925
-1.6 -3.56 -4.072 -4.328
-1.55 -3.4025 -3.883 -4.12325
-1.5 -3.25 -3.7 -3.925
-1.45 -3.1025 -3.523 -3.73325
-1.4 -2.96 -3.352 -3.548
-1.35 -2.8225 -3.187 -3.36925
-1.3 -2.69 -3.028 -3.197
-1.25 -2.5625 -2.875 -3.03125
-1.2 -2.44 -2.728 -2.872
-1.15 -2.3225 -2.587 -2.71925
-1.1 -2.21 -2.452 -2.573
-1.05 -2.1025 -2.323 -2.43325
-1 -2 -2.2 -2.3
-0.95 -1.9025 -2.083 -2.17325
-0.9 -1.81 -1.972 -2.053
-0.85 -1.7225 -1.867 -1.93925
-0.8 -1.64 -1.768 -1.832
-0.75 -1.5625 -1.675 -1.73125
-0.7 -1.49 -1.588 -1.637
-0.65 -1.4225 -1.507 -1.54925
-0.6 -1.36 -1.432 -1.468
-0.55 -1.3025 -1.363 -1.39325
-0.5 -1.25 -1.3 -1.325
-0.45 -1.2025 -1.243 -1.26325
-0.4 -1.16 -1.192 -1.208
-0.35 -1.1225 -1.147 -1.15925
-0.3 -1.09 -1.108 -1.117
-0.25 -1.0625 -1.075 -1.08125
-0.2 -1.04 -1.048 -1.052
-0.15 -1.0225 -1.027 -1.02925
-0.1 -1.01 -1.012 -1.013
-0.05 -1.0025 -1.003 -1.00325
0 -1 -1 -1
0.05 -1.0025 -1.003 -1.00325
0.1 -1.01 -1.012 -1.013
0.15 -1.0225 -1.027 -1.02925
0.2 -1.04 -1.048 -1.052
0.25 -1.0625 -1.075 -1.08125
0.3 -1.09 -1.108 -1.117
0.35 -1.1225 -1.147 -1.15925
0.4 -1.16 -1.192 -1.208
0.45 -1.2025 -1.243 -1.26325
0.5 -1.25 -1.3 -1.325
0.55 -1.3025 -1.363 -1.39325
0.6 -1.36 -1.432 -1.468
0.65 -1.4225 -1.507 -1.54925
0.7 -1.49 -1.588 -1.637
0.75 -1.5625 -1.675 -1.73125
0.8 -1.64 -1.768 -1.832
0.85 -1.7225 -1.867 -1.93925
0.9 -1.81 -1.972 -2.053
0.95 -1.9025 -2.083 -2.17325
1 -2 -2.2 -2.3
1.05 -2.1025 -2.323 -2.43325
1.1 -2.21 -2.452 -2.573
1.15 -2.3225 -2.587 -2.71925
1.2 -2.44 -2.728 -2.872
1.25 -2.5625 -2.875 -3.03125
1.3 -2.69 -3.028 -3.197
1.35 -2.8225 -3.187 -3.36925
1.4 -2.96 -3.352 -3.548
1.45 -3.1025 -3.523 -3.73325
1.5 -3.25 -3.7 -3.925
1.55 -3.4025 -3.883 -4.12325
1.6 -3.56 -4.072 -4.328
1.65 -3.7225 -4.267 -4.53925
1.7 -3.89 -4.468 -4.757
1.75 -4.0625 -4.675 -4.98125
1.8 -4.24 -4.888 -5.212
1.85 -4.4225 -5.107 -5.44925
1.9 -4.61 -5.332 -5.693
1.95 -4.8025 -5.563 -5.94325
2 -5 -5.8 -6.2
2.05 -5.2025 -6.043 -6.46325
2.1 -5.41 -6.292 -6.733
2.15 -5.6225 -6.547 -7.00925
2.2 -5.84 -6.808 -7.292
2.25 -6.0625 -7.075 -7.58125
2.3 -6.29 -7.348 -7.877
2.35 -6.5225 -7.627 -8.17925
2.4 -6.76 -7.912 -8.488
2.45 -7.0025 -8.203 -8.80325
2.5 -7.25 -8.5 -9.125
2.55 -7.5025 -8.803 -9.45325
2.6 -7.76 -9.112 -9.788
2.65 -8.0225 -9.427 -10.12925
2.7 -8.29 -9.748 -10.477
2.75 -8.5625 -10.075 -10.83125
2.8 -8.84 -10.408 -11.192
2.85 -9.1225 -10.747 -11.55925
2.9 -9.41 -11.092 -11.933
2.95 -9.7025 -11.443 -12.31325
3 -10 -11.8 -12.7
3.05 -10.3025 -12.163 -13.09325
3.1 -10.61 -12.532 -13.493
3.15 -10.9225 -12.907 -13.89925
3.2 -11.24 -13.288 -14.312
3.25 -11.5625 -13.675 -14.73125
3.3 -11.89 -14.068 -15.157
3.35 -12.2225 -14.467 -15.58925
3.4 -12.56 -14.872 -16.028
3.45 -12.9025 -15.283 -16.47325
3.5 -13.25 -15.7 -16.925
3.55 -13.6025 -16.123 -17.38325
3.6 -13.96 -16.552 -17.848
3.65 -14.3225 -16.987 -18.31925
3.7 -14.69 -17.428 -18.797
3.75 -15.0625 -17.875 -19.28125
3.8 -15.44 -18.328 -19.772
3.85 -15.8225 -18.787 -20.26925
3.9 -16.21 -19.252 -20.773
3.95 -16.6025 -19.723 -21.28325
4 -17 -20.2 -21.8
4.05 -17.4025 -20.683 -22.32325
4.1 -17.81 -21.172 -22.853
4.15 -18.2225 -21.667 -23.38925
4.2 -18.64 -22.168 -23.932
4.25 -19.0625 -22.675 -24.48125
4.3 -19.49 -23.188 -25.037
4.35 -19.9225 -23.707 -25.59925
4.4 -20.36 -24.232 -26.168
4.45 -20.8025 -24.763 -26.74325
4.5 -21.25 -25.3 -27.325
4.55 -21.7025 -25.843 -27.91325
4.6 -22.16 -26.392 -28.508
4.65 -22.6225 -26.947 -29.10925
4.7 -23.09 -27.508 -29.717
4.75 -23.5625 -28.075 -30.33125
4.8 -24.04 -28.648 -30.952
4.85 -24.5225 -29.227 -31.57925
4.9 -25.01 -29.812 -32.213
4.95 -25.5025 -30.403 -32.85325
5 -26 -31 -33.5
5.05 -26.5025 -31.603 -34.15325
5.1 -27.01 -32.212 -34.813
5.15 -27.5225 -32.827 -35.47925
5.2 -28.04 -33.448 -36.152
5.25 -28.5625 -34.075 -36.83125
5.3 -29.09 -34.708 -37.517
5.35 -29.6225 -35.347 -38.20925
5.4 -30.16 -35.992 -38.908
5.45 -30.7025 -36.643 -39.61325
5.5 -31.25 -37.3 -40.325
5.55 -31.8025 -37.963 -41.04325
5.6 -32.36 -38.632 -41.768
5.65 -32.9225 -39.307 -42.49925
5.7 -33.49 -39.988 -43.237
5.75 -34.0625 -40.675 -43.98125
5.8 -34.64 -41.368 -44.732
5.85 -35.2225 -42.067 -45.48925
5.9 -35.81 -42.772 -46.253
5.95 -36.4025 -43.483 -47.02325
6 -37 -44.2 -47.8
6.05 -37.6025 -44.923 -48.58325
6.1 -38.21 -45.652 -49.373
6.15 -38.8225 -46.387 -50.16925
6.2 -39.44 -47.128 -50.972
6.25 -40.0625 -47.875 -51.78125
6.3 -40.69 -48.628 -52.597
6.35 -41.3225 -49.387 -53.41925
6.4 -41.96 -50.152 -54.248
6.45 -42.6025 -50.923 -55.08325
6.5 -43.25 -51.7 -55.925
6.55 -43.9025 -52.483 -56.77325
6.6 -44.56 -53.272 -57.628
6.65 -45.2225 -54.067 -58.48925
6.7 -45.89 -54.868 -59.357
6.75 -46.5625 -55.675 -60.23125
6.8 -47.24 -56.488 -61.112
6.85 -47.9225 -57.307 -61.99925
6.9 -48.61 -58.132 -62.893
6.95 -49.3025 -58.963 -63.79325
7 -50 -59.8 -64.7
7.05 -50.7025 -60.643 -65.61325
7.1 -51.41 -61.492 -66.533
7.15 -52.1225 -62.347 -67.45925
7.2 -52.84 -63.208 -68.392
7.25 -53.5625 -64.075 -69.33125
7.3 -54.29 -64.948 -70.277
7.35 -55.0225 -65.827 -71.22925
7.4 -55.76 -66.712 -72.188
7.45 -56.5025 -67.603 -73.15325
7.5 -57.25 -68.5 -74.125
7.55 -58.0025 -69.403 -75.10325
7.6 -58.76 -70.312 -76.088
7.65 -59.5225 -71.227 -77.07925
7.7 -60.29 -72.148 -78.077
7.75 -61.0625 -73.075 -79.08125
7.8 -61.84 -74.008 -80.092
7.85 -62.6225 -74.947 -81.10925
7.9 -63.41 -75.892 -82.133
7.95 -64.2025 -76.843 -83.16325
8 -65 -77.8 -84.2
8.05 -65.8025 -78.763 -85.24325
8.1 -66.61 -79.732 -86.293
8.15 -67.4225 -80.707 -87.34925
8.2 -68.24 -81.688 -88.412
8.25 -69.0625 -82.675 -89.48125
8.3 -69.89 -83.668 -90.557
8.35 -70.7225 -84.667 -91.63925
8.4 -71.56 -85.672 -92.728
8.45 -72.4025 -86.683 -93.82325
8.5 -73.25 -87.7 -94.925
8.55 -74.1025 -88.723 -96.03325
8.6 -74.96 -89.752 -97.148
8.65 -75.8225 -90.787 -98.26925
8.7 -76.69 -91.828 -99.397
8.75 -77.5625 -92.875 -100.5313
8.8 -78.44 -93.928 -101.672
8.85 -79.3225 -94.987 -102.8193
8.9 -80.21 -96.052 -103.973
8.95 -81.1025 -97.123 -105.1333
9 -82 -98.2 -106.3
9.05 -82.9025 -99.283 -107.4733
9.1 -83.81 -100.37 -108.653
9.15 -84.7225 -101.47 -109.8393
9.2 -85.64 -102.57 -111.032
9.25 -86.5625 -103.68 -112.2313
9.3 -87.49 -104.79 -113.437
9.35 -88.4225 -105.91 -114.6493
9.4 -89.36 -107.03 -115.868
9.45 -90.3025 -108.16 -117.0933
9.5 -91.25 -109.3 -118.325
9.55 -92.2025 -110.44 -119.5633
9.6 -93.16 -111.59 -120.808
9.65 -94.1225 -112.75 -122.0593
9.7 -95.09 -113.91 -123.317
9.75 -96.0625 -115.08 -124.5813
9.8 -97.04 -116.25 -125.852
9.85 -98.0225 -117.43 -127.1293
9.9 -99.01 -118.61 -128.413
9.95 -100.0025 -119.8 -129.7033
10 -101 -121 -131
